name,brand,barcode,proteins,carbohydrates,fats,energy,saturated_fats,trans_fats,monounsaturated_fats,polyunsaturated_fats,omega3,omega6,sugars,salt,dietary_fiber,cholesterol,caffeine_milli,vitamin_a,vitamin_b1,vitamin_b2,vitamin_b3,vitamin_b5,vitamin_b6,vitamin_b7_micro,vitamin_b9,vitamin_b12,vitamin_c,vitamin_d,vitamin_e,vitamin_k_micro,manganese,magnesium,potassium,calcium,copper,zinc,sodium,iron,phosphorus,selenium,iodine,package_weight,serving_weight
Picanha bovino com gordura grelhada,,,26.4,0,19.5,289,7.9,0.27,9.2,0.4,0.09,0.3,,,,0.092,,1e-11,3e-05,6e-05,0.0016,,0.00013,,,,,,,,1e-08,0.024,0.355,0.004,0.00014,0.0055,0.06,0.0032,0.246,,,,
Picanha bovino sem gordura crua,,,21.3,0,4.7,134,2,0.04001,2.1,0.1,1e-05,0.09,,,,0.075,,1e-11,1e-08,5e-05,0.00189,,1e-08,,,,,,,,1e-08,0.02,0.322,0.003,8e-05,0.0042,0.061,0.0021,0.183,,,,
Picanha bovino sem gordura grelhada,,,31.9,0,11.3,238,4.5,0.13,5.2,0.3,,0.26,,,,0.1,,1e-11,1e-08,8e-05,0.00182,,3e-05,,,,,,,,2e-05,0.025,0.377,0.004,0.00017,0.0067,0.061,0.0036,0.282,,,,
Seca bovino cozida,,,26.9,0,21.9,313,10.5,0.93,8.3,0.4,0.13,0.29,,,,0.1,,1e-11,1e-08,6e-05,0.00232,,1e-08,,,,,,,,2e-05,0.012,0.086,0.013,3e-05,0.0077,1.943,0.0019,0.082,,,,
Seca bovino crua,,,19.7,0,25.4,313,8.7,0.66,7.5,0.3,0.15,0.21,,,,0.092,,1e-11,1e-08,7e-05,0.00283,,1e-08,,,,,,,,1e-05,0.012,0.19,0.014,1e-08,0.0037,4.44,0.0013,0.1,,,,
Coxinha de frango frita,,,9.6,34.5,11.8,283,2.6,0.58,3.4,4.7,0.32,4.34,,,5,0.015,,1e-11,9e-05,1e-08,0.0026,,1e-08,,,,1e-08,,,,0.00028,0.017,0.166,0.018,9e-05,0.0005,0.532,0.0013,0.093,,,,
Croquete de carne cru,,,12,13.9,15.6,246,,,,,,,,,,0.03,,1e-11,0.00011,4e-05,0.00195,,1e-08,,,,1e-08,,,,0.00034,0.024,0.221,0.015,0.0001,0.0027,0.711,0.0025,0.144,,,,
Croquete de carne frito,,,16.9,18.1,22.7,347,5.1,0.27,7.4,11.5,1.04,10.47,,,,0.038,,1e-11,0.00014,4e-05,0.00477,,1e-08,,,,1e-08,,,,0.00039,0.03,0.313,0.018,9e-05,0.0033,0.916,0.0023,0.176,,,,
Empada de frango pré-cozida assada,,,6.9,47.5,15.6,358,,,,,,,,,2.2,0.023,,1e-11,0.00012,1e-08,1e-08,,1e-08,,,,,,,,0.00032,0.018,0.138,0.016,7e-05,0.0006,0.525,0.0012,0.078,,,,
Empada de frango pré-cozida,,,7.3,35.5,22.9,377,5.4,7.17,5.2,1.4,0.07,1.22,,,2.2,0.023,,1e-11,0.00011,1e-08,1e-08,,3e-05,,,,,,,,0.00025,0.017,0.156,0.014,9e-05,0.0005,0.771,0.0007,0.078,,,,
Asa de Frango com pele crua,,,18.1,0,15.1,213,4.4,0.04,6.6,3,0.01,3.02,,,,0.113,,1e-05,0.00011,4e-05,0.00258,,1e-08,,,,,,,,1e-05,0.023,0.211,0.011,2e-05,0.0012,0.096,0.0006,0.155,,,,
Frango caipira inteiro com pele cozido,,,23.9,0,15.6,243,4.4,0.04,7.5,2.3,0.09002,2.18001,,,,0.11,,1.6e-05,3e-05,1e-08,0.00633,,1e-08,,,,,,,,1e-05,0.018,0.21,0.017,8e-05,0.0017,0.056,0.0017,0.162,,,,
Frango caipira inteiro sem pele cozido,,,29.6,0,7.7,196,2.2,0.01,3.4,1.2,0.04002,1.16001,,,,0.106,,6e-06,3e-05,3e-05,0.0092,,1e-08,,,,,,,,2e-05,0.023,0.224,0.066,0.00015,0.0027,0.053,0.0021,0.21,,,,
Coração de Frango cru,,,12.6,0,18.6,222,4.9,0.09,6.3,3.4,0.13,3.24,,,,0.159,,9e-06,0.00023,0.00035,0.00339,,1e-08,,,,,,,,5e-05,0.02,0.22,0.006,0.0002,0.002,0.095,0.0041,0.193,,,,
Coração de Frango grelhado,,,22.4,0.6,12.1,207,3.5,0.1,4.3,1.6,0.05,1.49,,,,0.28,,1e-11,0.0002,0.00019,0.0097,,1e-08,,,,,,,,6e-05,0.02,0.243,0.008,0.0003,0.0034,0.128,0.0065,0.276,,,,
Coxa de Frango com pele assada,,,28.5,0.1,10.4,215,3.1,0.14,3.8,2.2,0.09001,2.11001,,,,0.145,,6e-06,5e-05,5e-05,0.0104,,1e-08,,,,,,,,1e-08,0.014,0.318,0.008,5e-05,0.0026,0.095,0.0012,0.251,,,,
Coxa de Frango com pele crua,,,17.1,0,9.8,161,3,0.04,4.1,2.2,0.09,2.05,,,,0.097,,1e-05,0.00016,5e-05,0.00204,,1e-08,,,,,,,,2e-05,0.026,0.275,0.008,3e-05,0.002,0.095,0.0007,0.185,,,,
Coxa de Frango sem pele cozida,,,26.9,0,5.8,167,2,,2.1,1.1,0.05001,1.10001,,,,0.133,,1e-11,7e-05,1e-08,0.0082,,1e-08,,,,,,,,1e-08,0.011,0.191,0.012,3e-05,0.0028,0.064,0.0008,0.187,,,,
Coxa de Frango sem pele crua,,,17.8,0,4.9,120,1.6,0.01,2.1,0.8,0.02,0.83,,,,0.091,,1.2e-05,0.00017,5e-05,0.00353,,1e-08,,,,,,,,2e-05,0.027,0.291,0.008,3e-05,0.0022,0.098,0.0008,0.196,,,,
Fígado de Frango cru,,,17.6,0,3.5,106,1.3,0.01,0.7,0.6,0.06,0.51,,,,0.341,,0.003863,0.00062,0.00056,0.00636,,1e-08,,,,,,,,0.00035,0.028,0.281,0.006,0.00026,0.0037,0.082,0.0095,0.344,,,,
Filé de Frango à milanesa,,,28.5,7.5,7.8,221,1.6,0.04,2.4,3.3,0.25,3.05,,,1.1,0.084,,7e-06,5e-05,4e-05,0.01107,,0.00052,,,,,,,,6e-05,0.035,0.408,0.009,5e-05,0.0008,0.122,0.0011,0.249,,,,
Frango inteiro com pele cru,,,16.4,0,17.3,226,5.2,0.07,7.2,3.9,0.2,3.64,,,,0.085,,7e-06,8e-05,3e-05,0.00328,,1e-08,,,,,,,,1e-05,0.024,0.217,0.006,4e-05,0.0011,0.063,0.0006,0.174,,,,
Frango inteiro sem pele assado,,,28,0,7.5,187,2.1,0.12,2.6,1.8,0.09001,1.73001,,,,0.111,,1e-11,9e-05,1e-08,0.0112,,1e-08,,,,,,,,1e-08,0.014,0.283,0.009,3e-05,0.0016,0.07,0.0006,0.233,,,,
Frango inteiro sem pele cozido,,,25,0,7.1,170,2.2,0.11,2.5,1.5,0.07001,1.42001,,,,0.099,,1e-11,0.0001,1e-08,0.01283,,1e-08,,,,,,,,1e-08,0.012,0.217,0.008,4e-05,0.0012,0.051,0.0005,0.194,,,,
Frango inteiro sem pele cru,,,20.6,0,4.6,129,1.4,0.01,1.9,1,0.04,0.97,,,,0.078,,4e-06,0.00012,3e-05,0.00328,,1e-08,,,,,,,,1e-05,0.027,0.238,0.007,3e-05,0.0012,0.073,0.0005,0.19,,,,
Peito de Frango com pele assado,,,33.4,0,7.6,212,2.2,0.12,2.7,1.8,0.10002,1.70001,,,,0.109,,6e-06,0.00012,1e-08,0.0158,,1e-08,,,,,,,,1e-05,0.018,0.38,0.008,1e-05,0.001,0.056,0.0005,0.297,,,,
Peito de Frango com pele cru,,,20.8,0,6.7,149,2.2,0.03,3.2,0.9,0.03,0.83,,,,0.08,,4e-06,9e-05,1e-08,0.00258,,1e-08,,,,,,,,1e-05,0.028,0.252,0.008,5e-05,0.0006,0.062,0.0004,0.213,,,,
Peito de Frango sem pele cozido,,,31.5,0,3.2,163,1.1,0.05,1.1,0.6,0.02001,0.53001,,,,0.089,,1e-11,0.0001,1e-08,0.0076,,1e-08,,,,,,,,1e-08,0.014,0.231,0.006,2e-05,0.0009,0.036,0.0003,0.224,,,,
Peito de Frango sem pele cru,,,21.5,0,3,119,1.1,0.01,1.3,1e-05,0.01,0.02001,,,,0.059,,2e-06,0.0001,1e-08,0.00586,,1e-08,,,,,,,,1e-05,0.031,0.267,0.007,3e-05,0.0007,0.056,0.0004,0.222,,,,
Peito de Frango sem pele grelhado,,,32,0,2.5,159,0.9,0.04001,0.9,0.3,0.01001,0.31001,,,,0.089,,1e-11,0.00011,1e-08,0.02483,,1e-08,,,,,,,,1e-08,0.018,0.387,0.005,2e-05,0.0008,0.05,0.0003,0.295,,,,
Sobrecoxa de Frango com pele assada,,,28.7,0,15.2,260,4.2,0.23,5.4,3.9,0.21001,3.64001,,,,0.158,,8e-06,0.0001,5e-05,0.0112,,1e-08,,,,,,,,1e-08,0.015,0.323,0.011,6e-05,0.0022,0.096,0.0012,0.252,,,,
Sobrecoxa de Frango com pele crua,,,15.5,0,20.9,255,6.5,0.06,9.6,3.6,0.12,3.49,,,,0.088,,7e-06,9e-05,6e-05,0.0034,,1e-08,,,,,,,,1e-05,0.022,0.19,0.007,5e-05,0.0013,0.068,0.0007,0.154,,,,
Sobrecoxa de Frango sem pele assada,,,29.2,0,12,233,3.3,0.18,4.2,3.1,0.17001,2.86001,,,,0.145,,1.1e-05,0.0001,5e-05,0.0102,,1e-08,,,,,,,,1e-08,0.017,0.382,0.012,7e-05,0.0022,0.106,0.0012,0.281,,,,
Sobrecoxa de Frango sem pele crua,,,17.6,0,9.6,162,3,0.03,4.5,1.6,0.04,1.5,,,,0.084,,4e-06,0.00012,6e-05,0.00406,,1e-08,,,,,,,,2e-05,0.026,0.241,0.006,6e-05,0.0017,0.08,0.0009,0.187,,,,
Hambúrguer bovino cru,,,13.2,4.2,16.2,215,5.7,1,5.8,0.8,0.09,0.71,,,,0.07,,1e-11,6e-05,8e-05,0.00353,,4e-05,,,,,,,,0.00036,0.025,0.383,0.034,0.00016,0.0017,0.869,0.0019,0.141,,,,
Hambúrguer bovino frito,,,20,6.3,17,258,5.9,0.44,6,3.7,0.31,3.31,,,,0.049,,1e-11,0.00013,6e-05,0.00273,,1e-08,,,,,,,,0.00052,0.06,0.66,0.062,0.00017,0.0032,1.252,0.003,0.324,,,,
Hambúrguer bovino grelhado,,,13.2,11.3,12.4,210,5.1,0.36,4.8,1.2,0.12,1.12,,,,0.059,,1e-11,0.00018,6e-05,0.00577,,1e-08,,,,,,,,0.0004,0.048,0.538,0.056,0.00018,0.003,1.09,0.0026,0.263,,,,
Lingüiça de frango crua,,,14.2,0,17.4,218,5.2,0.04,7.3,3.5,0.17,3.08,,,,0.064,,1e-11,0.00011,5e-05,0.0046,,1e-08,,,,,,,,5e-05,0.019,0.28,0.011,5e-05,0.0007,1.126,0.0005,0.182,,,,
Lingüiça de frango frita,,,18.3,0,18.5,245,5,0.04,7.2,4.3,0.25,3.94,,,,0.076,,1e-11,0.00011,5e-05,0.00567,,1e-08,,,,,,,,0.0001,0.029,0.364,0.015,4e-05,0.0012,1.374,0.0008,0.262,,,,
Lingüiça de frango grelhada,,,18.2,0,18.4,244,4.7,0.04,6.8,3.4,0.17,3.09,,,,0.08,,1e-11,0.00012,4e-05,0.00597,,1e-08,,,,,,,,0.0001,0.021,0.356,0.014,9e-05,0.001,1.351,0.0007,0.228,,,,
Lingüiça de porco crua,,,16.1,0,17.6,227,4,0.03,5,1.7,0.05,1.54,,,,0.053,,1e-11,0.00049,5e-05,0.0026,,1e-08,,,,,,,,1e-05,0.014,0.316,0.006,4e-05,0.0014,1.176,0.0004,0.157,,,,
Lingüiça de porco frita,,,20.5,0,21.3,280,6.5,0.03,8.2,2.7,0.11,2.52,,,,0.075,,1e-11,0.00041,7e-05,0.00583,,1e-08,,,,,,,,1e-05,0.018,0.409,0.008,6e-05,0.0031,1.432,0.0009,0.211,,,,
Lingüiça de porco grelhada,,,23.2,0,21.9,296,7,0.03,8.7,2.6,0.1,2.45,,,,0.082,,1e-11,0.0004,7e-05,0.0066,,1e-08,,,,,,,,1e-05,0.019,0.427,0.008,7e-05,0.0035,1.456,0.001,0.21,,,,
Mortadela,,,12,5.8,21.6,269,6.1,,8.1,4.7,0.28,4.41,,,,0.083,,2.5e-05,0.00014,6e-05,0.003,,1e-08,,,,,,,,0.00011,0.019,0.247,0.067,8e-05,0.001,1.212,0.0015,0.216,,,,
Peru congelado assado,,,26.2,0,5.7,163,1.6,0.02001,1.2,1.4,0.03001,1.41001,,,,0.091,,1e-11,6e-05,1e-08,0.00623,,1e-08,,,,,,,,2e-05,0.012,0.175,0.014,3e-05,0.0012,0.628,0.0006,0.197,,,,
Peru congelado cru,,,18.1,0,1.8,94,0.4,,0.4,0.7,0.03,0.69,,,,0.068,,1e-11,6e-05,1e-08,0.00423,,1e-08,,,,,,,,1e-08,0.019,0.281,0.01,0.00036,0.0014,0.711,0.0009,0.217,,,,
Bisteca de Porco crua,,,21.5,0,8,164,3.5,,3.9,1.2,0.05,1.17,,,,0.056,,1e-11,0.0009,1e-08,0.00265,,1e-08,,,,,,,,1e-08,0.024,0.335,0.006,7e-05,0.0014,0.054,0.0005,0.195,,,,
Bisteca de Porco frita,,,33.7,0,18.5,311,6,0.21,6.6,4.6,0.34,4.14,,,,0.126,,1e-05,0.00034,1e-08,0.00325,,1e-08,,,,,,,,1e-05,0.029,0.404,0.069,7e-05,0.0022,0.063,0.0008,0.29,,,,
Bisteca de Porco grelhada,,,28.9,0,17.4,280,7.5,0.09,7.7,1.2,0.03,1.06,,,,0.082,,1e-11,0.00077,0.00014,0.00192,,3e-05,,,,,,,,1e-08,0.025,0.366,0.034,6e-05,0.0023,0.051,0.0009,0.229,,,,
Costela de Porco assada,,,30.2,0,30.3,402,11.8,0.06,13.9,3.1,0.12,2.84,,,,0.113,,1e-11,0.00071,5e-05,0.01063,,1e-08,,,,,,,,1e-08,0.014,0.246,0.017,7e-05,0.0031,0.063,0.001,0.201,,,,
Costela de Porco crua,,,18,0,19.8,256,7.4,,8.3,2.3,0.09,2.19,,,,0.069,,1e-11,0.00062,1e-08,0.00827,,1e-08,,,,,,,,1e-08,0.018,0.248,0.015,5e-05,0.0023,0.088,0.0009,0.159,,,,
Lombo de Porco assado,,,35.7,0,6.4,210,2.6,0.02,2.9,0.7,0.07,0.57,,,,0.103,,1e-11,0.00075,7e-05,0.01243,,0.00011,,,,,,,,1e-08,0.018,0.311,0.02,3e-05,0.0018,0.039,0.0005,0.238,,,,
Lombo de Porco cru,,,22.6,0,8.8,176,3.3,,3.7,1,0.04,0.93,,,,0.055,,1e-11,0.00095,1e-08,0.01383,,1e-08,,,,,,,,1e-08,0.024,0.334,0.004,1e-05,0.0009,0.053,0.0005,0.195,,,,
Orelha de Porco salgada crua,,,18.5,0,19.9,258,7.3,,11.2,2.8,0.11,2.67,,,,0.083,,1e-11,7e-05,3e-05,1e-08,,1e-08,,,,,,,,1e-05,0.002,0.228,0.005,0.00023,0.0006,0.616,0.0014,0.031,,,,
Pernil de Porco assado,,,32.1,0,13.9,262,4.8,,6.4,1.9,0.05,1.77,,,,0.11,,1e-11,0.00077,9e-05,0.00657,,1e-08,,,,,,,,1e-05,0.027,0.395,0.018,9e-05,0.0033,0.062,0.0013,0.247,,,,
Pernil de Porco cru,,,20.1,0,11.1,186,4.2,,5,1.7,0.06,1.59,,,,0.059,,1e-11,0.00106,6e-05,0.00567,,1e-08,,,,,,,,1e-08,0.023,0.256,0.013,0.00016,0.0017,0.102,0.0009,0.192,,,,
Rabo de Porco salgado cru,,,15.6,0,34.5,377,11.6,0.07,16.7,4.3,0.16,3.92,,,,0.089,,1e-11,0.0002,6e-05,0.00143,,1e-08,,,,,,,,1e-05,0.004,0.024,0.022,5e-05,0.0014,1.158,0.0006,0.042,,,,
Presunto com capa de gordura,,,14.4,1.4,6.8,128,1.9,0.01,2.6,1,0.04,0.91,,,,0.04,,1e-11,0.00062,3e-05,0.00378,,1e-08,,,,,,,,4e-05,0.017,0.295,0.012,4e-05,0.0013,1.021,0.0007,0.274,,,,
Presunto sem capa de gordura,,,14.3,2.1,2.7,94,0.9,,1.1,0.5,0.01,0.42,,,,0.036,,1e-11,0.0005,3e-05,0.004,,1e-08,,,,,,,,4e-05,0.018,0.307,0.023,4e-05,0.0015,1.039,0.0008,0.244,,,,
Quibe assado,,,14.6,12.9,2.7,136,1.2,0.06,0.9,0.3,0.02001,0.25,,,1.9,0.034,,1e-11,4e-05,4e-05,0.00181,,1e-08,,,,1e-08,,,,0.00076,0.036,0.288,0.016,0.00051,0.0041,0.04,0.0022,0.174,,,,
Quibe cru,,,12.4,10.8,1.7,109,0.7,0.03,0.7,0.3,0.05,0.23,,,1.6,0.027,,1e-11,9e-05,3e-05,0.0012,,1e-08,,,,1e-08,,,,0.00039,0.026,0.242,0.012,0.00013,0.0028,0.039,0.0017,0.126,,,,
Quibe frito,,,14.9,12.3,15.8,254,4.6,0.26,5,5,0.41,4.58,,,,0.038,,1e-11,0.00012,0.0001,0.0015,,1e-08,,,,1e-08,,,,0.00072,0.039,0.322,0.022,0.00016,0.0028,0.836,0.002,0.166,,,,
Salame,,,25.8,2.9,30.6,398,9.6,0.1,12.1,4.7,0.19,4.26,,,,0.085,,1e-11,0.00088,0.00023,0.01249,,1e-08,,,,,,,,3e-05,0.03,0.548,0.087,5e-05,0.0032,1.574,0.0013,0.354,,,,
Toucinho cru,,,11.5,0,60.3,593,17.7,0.21,20.1,10.1,0.68,9.47,,,,0.073,,1e-11,1e-08,1e-08,0.0051,,1e-08,,,,,,,,1e-08,0.004,0.058,0.002,0.00011,0.0002,0.05,0.0004,0.035,,,,
Toucinho frito,,,27.3,0,64.3,697,20,0.58,26.2,14.6,0.92,12.93,,,,0.089,,1e-11,1e-08,1e-08,0.00503,,1e-08,,,,,,,,1e-05,0.009,0.171,0.009,0.0001,0.0008,0.125,0.0009,0.095,,,,
Bebida láctea pêssego,,,2.1,7.6,1.9,55,1.1,0.06001,0.6,1e-05,0.02,0.03001,,,0.3,0.005,,1e-11,3e-05,0.00014,0.00033,,1e-08,,,,0.0021,,,,1e-08,0.009,0.062,0.089,2e-05,0.0002,0.046,1e-08,0.063,,,,
Creme de Leite,,,1.5,4.5,22.5,221,11.8,0.63,5.1,0.5,0.07,0.33,,,,0.066,,0.000128,1e-08,0.0001,0,,1e-08,,,,1e-08,,,,1e-05,0.008,0.119,0.083,2e-05,0.0003,0.052,0.0003,0.118,,,,
Iogurte natural,,,4.1,1.9,3,51,1.8,,0.9,0.1,0.03002,0.06001,,,,0.014,,2.3e-05,4e-05,0.00022,1e-08,,1e-08,,,,0.0009,,,,1e-08,0.011,0.071,0.143,2e-05,0.0004,0.052,1e-08,0.119,,,,
Iogurte natural desnatado,,,3.8,5.8,0.3,41,0.2,0.01,0.1,,,1e-05,,,,0.003,,,1e-08,0.00022,1e-08,,1e-08,,,,0.0003,,,,1e-08,0.012,0.182,0.157,1e-08,0.0005,0.06,1e-08,0.11,,,,
Iogurte sabor abacaxi,,,,,,,,,,,,,,,,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iogurte sabor morango,,,2.7,9.7,2.3,70,1.4,,0.7,0.1,0.02002,0.05001,,,0.2,0.007,,2.7e-05,3e-05,0.00012,1e-08,,2e-05,,,,1e-08,,,,1e-08,0.008,0.052,0.101,2e-05,0.0003,0.038,1e-08,0.073,,,,
Iogurte sabor pêssego,,,2.5,9.4,2.3,68,1.4,0.06001,0.6,0.1,0.02,0.04001,,,0.7,0.008,,2.1e-05,2e-05,0.0001,0.00038,,1e-08,,,,1e-08,,,,1e-08,0.008,0.052,0.095,2e-05,0.0003,0.037,0.0001,0.066,,,,
Leite condensado,,,7.7,57,6.7,313,4.2,0.23,1.7,0.2,0.04,0.1,,,,0.028,,5.3e-05,6e-05,0.00033,1e-08,,0.00057,,,,0.0021,,,,1e-08,0.022,0.329,0.246,3e-05,0.0009,0.094,0.0001,0.187,,,,
Leite de cabra,,,3.1,5.2,3.8,66,2.4,0.12,0.8,0.1,0.01,0.12,,,,0.014,,3.5e-05,1e-08,0.00014,1e-08,,1e-08,,,,1e-08,,,,1e-08,0.01,0.14,0.112,4e-05,0.0004,0.074,0.0001,0.113,,,,
Leite de vaca achocolatado,,,2.1,14.2,2.2,83,1.1,0.22,0.6,0.1,0.01,0.11001,,,0.6,0.006,,3.9e-05,7e-05,0.00029,0.00123,,0.00014,,,,0.0033,,,,5e-05,0.013,0.155,0.07,4e-05,0.0003,0.072,0.0005,0.071,,,,
Leite de vaca desnatado pó,,,34.7,53,0.9,362,0.6,0.02001,0.2,1e-05,1e-05,0.03001,,,,0.025,,0.000299,0.00032,0.0012,0.00081,,1e-08,,,,,,,,1e-08,0.109,1.556,1.363,0.00016,0.0038,0.432,0.0009,1.673,,,,
Leite de vaca desnatado UHT,,,,,,,,,,,,,,,,0.004,,1e-11,4e-05,0.00026,0.00149,,1e-08,,,,1e-08,,,,1e-08,0.01,0.14,0.134,2e-05,0.0004,0.051,1e-08,0.085,,,,
Leite de vaca integral,,,,,,,1.4,,0.7,0.1,0.02002,0.04,,,,0.01,,2.1e-05,4e-05,0.00024,0.00152,,1e-08,,,,1e-08,,,,1e-08,0.01,0.133,0.123,2e-05,0.0004,0.064,1e-08,0.082,,,,
Leite de vaca integral pó,,,25.4,39.2,26.9,497,16.3,0.94,7.1,0.5,0.1,0.41,,,,0.085,,0.000361,0.00024,0.00103,1e-08,,1e-08,,,,,,,,1e-08,0.077,1.132,0.89,0.00011,0.0027,0.323,0.0005,1.242,,,,
Leite fermentado,,,1.9,15.7,0.1,70,,,,,,,,,,0.002,,1e-11,8e-05,0.00011,1e-08,,1e-08,,,,0.0005,,,,2e-05,0.006,0.094,0.072,1e-05,0.0003,0.033,1e-08,0.063,,,,
Queijo minas frescal,,,17.4,3.2,20.2,264,11.4,0.66,5.8,0.4,0.06,0.3,,,,0.062,,0.000161,1e-08,0.00025,1e-08,,1e-08,,,,1e-08,,,,2e-05,0.007,0.105,0.579,1e-08,0.0003,0.031,0.0009,0.123,,,,
Queijo minas meia cura,,,21.2,3.6,24.6,321,13.2,0.99,5.6,0.3,0.1,0.24,,,,0.076,,0.000111,3e-05,0.00032,1e-08,,1e-08,,,,,,,,2e-05,0.027,0.12,0.696,7e-05,0.0027,0.501,0.0002,0.403,,,,
Queijo mozarela,,,22.6,3,25.2,330,14.2,0.86,6,0.5,0.08,0.31,,,,0.08,,0.000109,1e-08,0.0002,1e-08,,1e-08,,,,,,,,3e-05,0.024,0.062,0.875,8e-05,0.0035,0.581,0.0003,0.47,,,,
Queijo parmesão,,,35.6,1.7,33.5,453,19.7,1.17,8.7,0.4,0.11,0.32,,,,0.106,,6.6e-05,1e-08,0.00044,1e-08,,0.00023,,,,1e-08,,,,5e-05,0.033,0.096,0.992,0.00017,0.0044,1.844,0.0005,0.745,,,,
Queijo pasteurizado,,,9.4,5.7,27.4,303,15.9,1.03,7.3,0.4,0.08,0.33,,,,0.082,,5.7e-05,1e-08,0.0002,1e-08,,1e-08,,,,1e-08,,,,1e-05,0.016,0.194,0.323,5e-05,0.0013,0.78,0.0003,0.578,,,,
Queijo petit suisse morango,,,5.8,18.5,2.8,121,1.6,0.09,0.8,1e-05,0.01,0.04,,,,0.012,,0.000273,0.00022,0.00027,0.00268,,0.00021,,,,1e-08,,,,2e-05,0.027,0.121,0.731,1e-05,0.0027,0.412,0.0001,0.448,,,,
Queijo prato,,,22.7,1.9,29.1,360,16.3,0.87,6.8,0.5,0.11,0.42,,,,0.091,,0.000123,1e-08,0.00022,1e-08,,1e-08,,,,,,,,3e-05,0.028,0.073,0.94,0.0001,0.0035,0.58,0.0003,0.461,,,,
Queijo requeijão cremoso,,,9.6,2.4,23.4,257,13.7,0.66,6.4,0.3,0.07,0.24,,,,0.074,,0.000195,1e-08,0.00019,1e-08,,1e-08,,,,1e-08,,,,2e-05,0.012,0.093,0.259,5e-05,0.0013,0.558,0.0001,0.448,,,,
Queijo ricota,,,12.6,3.8,8.1,140,4.5,0.25,2.4,0.2,0.02,0.15,,,,0.049,,5.3e-05,1e-08,0.00015,1e-08,,1e-08,,,,1e-08,,,,1e-08,0.012,0.112,0.253,1e-08,0.0005,0.283,0.0001,0.162,,,,
Bebida isotônica sabores variados,,,0,6.4,0,26,,,,,,,,,,,,,,,,,,,,,,,,,1e-08,1e-08,0.013,0.001,1e-08,1e-08,0.044,0.0007,0.009,,,,
Café infusão 10%,,,0.7,1.5,0.1,9,,,,,,,,,,,,,,,,,,,,,,,,,4e-05,0.01,0.156,0.003,1e-05,1e-08,0.001,1e-08,0.009,,,,
Cana aguardente 1,,,,,,216,,,,,,,,,,,,,1e-08,1e-08,1e-08,,1e-08,,,,,,,,1e-08,1e-08,1e-08,1e-08,6e-05,1e-08,0.003,1e-08,1e-08,,,,
Cana caldo de,,,1e-05,18.2,1e-05,65,,,,,,,,,0.1,,,,1e-08,1e-08,1e-08,,3e-05,,,,0.0028,,,,0.00021,0.012,0.018,0.009,1e-05,0.0001,1e-08,0.0008,0.005,,,,
Cerveja pilsen 2,,,0.6,3.3,1e-05,41,,,,,,,,,,,,,1e-08,1e-08,0.00292,,0.00014,,,,1e-08,,,,1e-05,0.007,0.029,0.005,1e-08,1e-08,0.004,1e-08,0.019,,,,
Chá erva-doce infusão 5%,,,0,0.4,0,1,,,,,,,,,,,,,0.00123,0.00023,,,,,,,,,,,1e-05,0.001,0.01,0.002,1e-05,1e-08,0.001,1e-08,0.001,,,,
Chá mate infusão 5%,,,0,0.6,0.1,3,,,,,,,,,,,,,0.00089,1e-08,,,,,,,,,,,0.00027,0.002,0.005,0.001,1e-08,1e-08,1e-08,1e-08,1e-08,,,,
Chá preto infusão 5%,,,0,0.6,0,2,,,,,,,,,,,,,0.00311,0.00048,,,,,,,,,,,9e-05,0.001,0.013,0,1e-08,1e-08,1e-08,1e-08,0.002,,,,
Coco água de,,,0,5.3,0,22,,,,,,,,,0.1,,,,1e-05,1e-08,1e-08,,1e-08,,,,0.0024,,,,0.00025,0.005,0.162,0.019,1e-08,1e-08,0.002,1e-08,0.004,,,,
Refrigerante tipo água tônica,,,0,8,0,31,,,,,,,,,,,,,,,,,,,,,,,,,1e-08,1e-08,0.002,0.001,1e-08,1e-08,0.008,1e-08,0,,,,
Refrigerante tipo cola,,,0,8.7,0,34,,,,,,,,,,,,,,,,,,,,,,,,,1e-08,1e-08,0.001,0.001,1e-08,1e-08,0.007,1e-08,0.017,,,,
Refrigerante tipo guaraná,,,0,10,0,39,,,,,,,,,,,,,,,,,,,,,,,,,1e-08,1e-08,0.001,0.001,1e-08,1e-08,0.009,1e-08,1e-08,,,,
Refrigerante tipo laranja,,,0,11.8,0,46,,,,,,,,,,,,,,,,,,,,,,,,,1e-08,0.001,0.016,0.002,1e-08,1e-08,0.009,1e-08,0.001,,,,
Refrigerante tipo limão,,,0,10.3,0,40,,,,,,,,,,,,,,,,,,,,,,,,,1e-08,0.001,0.004,0.002,1e-08,1e-08,0.009,1e-08,1e-08,,,,
Omelete de queijo,,,15.6,0.4,22,268,6.4,0.15,7,6.2,0.48,5.68,,,,0.384,,5.9e-05,3e-05,0.00024,1e-08,,1e-08,,,,1e-08,,,,3e-05,0.014,0.127,0.166,3e-05,0.0014,0.216,0.0014,0.314,,,,
Ovo de codorna inteiro cru,,,13.7,0.8,12.7,177,8.9,0.11,12.1,2.7,0.1,2.64,,,,0.568,,0.000305,0.00011,0.00012,0.00097,,1e-08,,,,,,,,1e-08,0.011,0.079,0.079,4e-05,0.0021,0.129,0.0033,0.279,,,,
